Year,Player,School,Pos,Round,Pick,draft_pick_value,w_av,expected_w_av_from_pick,over_expected_w_av,beat_pick_expectation,college_match_score,college_match_reason,height_inches,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,combine_missing_40yd,combine_missing_vertical,combine_missing_broad_jump,combine_missing_bench,combine_missing_3cone,combine_missing_shuttle,cfbd_seasons_played,cfbd_final_conference,cfbd_team_talent,cfbd_career_receiving_rec,cfbd_career_receiving_yds,cfbd_career_receiving_td,cfbd_career_receiving_ypr,cfbd_career_receiving_yds_per_season,cfbd_final_receiving_rec,cfbd_final_receiving_yds,cfbd_final_receiving_td,cfbd_final_receiving_ypr,cfbd_final_yards_per_reception
2013,Tavon Austin,West Virginia,WR,1.0,8.0,0.35355339059327373,26.0,44.87257013204099,-18.87257013204099,0,12.5,"exact_name,school,position,final_season",68.0,174.0,4.34,32.0,14.0,120.0,,4.01,0,0,0,0,1,0,4.0,Big 12,,288.0,3413.0,29.0,46.7,853.25,114.0,1289.0,12.0,11.3,11.307017543859649
2013,Stedman Bailey,West Virginia,WR,3.0,92.0,0.10425720702853739,7.0,16.494018615242034,-9.494018615242034,0,12.5,"exact_name,school,position,final_season",70.0,193.0,4.52,34.5,11.0,117.0,6.81,4.09,0,0,0,0,0,0,3.0,Big 12,,210.0,3218.0,41.0,45.2,1072.6666666666667,114.0,1622.0,25.0,14.2,14.228070175438596
2013,Josh Boyce,TCU,WR,4.0,102.0,0.09901475429766744,1.0,15.295082050815438,-14.295082050815438,0,12.5,"exact_name,school,position,final_season",71.0,206.0,4.38,34.0,22.0,131.0,6.68,4.1,0,0,0,0,0,0,3.0,Big 12,,161.0,2535.0,22.0,48.9,845.0,66.0,891.0,7.0,13.5,13.5
2013,Aaron Dobson,Marshall,WR,2.0,59.0,0.13018891098082389,6.0,21.65594011359218,-15.65594011359218,0,12.5,"exact_name,school,position,final_season",75.0,210.0,4.37,,,,,,0,1,1,1,1,1,4.0,Conference USA,,165.0,2398.0,24.0,65.3,599.5,57.0,679.0,3.0,11.9,11.912280701754385
2013,Marquise Goodwin,Texas,WR,3.0,78.0,0.11322770341445956,24.0,18.412142506774813,5.5878574932251865,1,12.5,"exact_name,school,position,final_season",69.0,183.0,4.27,,13.0,132.0,,,0,1,0,0,1,1,4.0,Big 12,,120.0,1364.0,7.0,45.7,341.0,26.0,340.0,3.0,13.1,13.076923076923077
2013,Cobi Hamilton,Arkansas,WR,6.0,197.0,0.07124704998790965,2.0,7.646848743410253,-5.646848743410253,0,12.5,"exact_name,school,position,final_season",74.0,212.0,4.56,29.5,11.0,107.0,,4.31,0,0,0,0,1,0,4.0,SEC,,175.0,2854.0,18.0,68.7,713.5,90.0,1335.0,5.0,14.8,14.833333333333334
2013,Chris Harper,Kansas State,WR,4.0,123.0,0.09016696346674323,0.0,13.119800522535527,-13.119800522535527,0,12.5,"exact_name,school,position,final_season",73.0,229.0,4.55,35.5,20.0,116.0,6.89,4.39,0,0,0,0,0,0,3.0,Big 12,,123.0,1734.0,12.0,41.7,578.0,58.0,857.0,3.0,14.8,14.775862068965518
2013,DeAndre Hopkins,Clemson,WR,1.0,27.0,0.19245008972987526,84.0,30.738814004743638,53.26118599525636,1,12.5,"exact_name,school,position,final_season",73.0,214.0,4.57,36.0,15.0,115.0,,4.5,0,0,0,0,1,0,3.0,ACC,,205.0,3009.0,27.0,43.0,1003.0,82.0,1405.0,18.0,17.1,17.134146341463413
2013,Justin Hunter,Tennessee,WR,2.0,34.0,0.17149858514250882,9.0,28.06027265618875,-19.06027265618875,0,12.5,"exact_name,school,position,final_season",76.0,196.0,4.44,39.5,,136.0,,4.33,0,0,0,1,1,0,3.0,SEC,,106.0,1812.0,18.0,59.2,604.0,73.0,1083.0,9.0,14.8,14.835616438356164
2013,Cordarrelle Patterson,Tennessee,WR,1.0,29.0,0.18569533817705186,42.0,29.908505346171772,12.091494653828228,1,12.5,"exact_name,school,position,final_season",74.0,216.0,4.42,37.0,,128.0,,,0,0,0,1,1,1,1.0,SEC,,46.0,778.0,5.0,16.9,778.0,46.0,778.0,5.0,16.9,16.91304347826087
2013,Quinton Patton,Louisiana Tech,WR,4.0,128.0,0.08838834764831843,6.0,12.656815880277499,-6.656815880277499,0,12.5,"exact_name,school,position,final_season",72.0,204.0,4.53,33.0,8.0,118.0,6.91,4.01,0,0,0,0,0,0,2.0,Western Athletic,,183.0,2594.0,24.0,28.6,1297.0,104.0,1392.0,13.0,13.4,13.384615384615385
2013,Denard Robinson,Michigan,WR,5.0,135.0,0.08606629658238704,8.0,12.038147780954475,-4.038147780954475,0,10.5,"exact_name,school,final_season",70.0,199.0,4.43,36.5,,123.0,7.09,4.22,0,0,0,1,0,0,4.0,Big Ten,,3.0,31.0,0.0,10.3,7.75,3.0,31.0,0.0,10.3,10.333333333333334
2013,Ace Sanders,South Carolina,WR,4.0,101.0,0.09950371902099892,3.0,15.409559599713191,-12.409559599713191,0,12.5,"exact_name,school,position,final_season",67.0,173.0,4.58,32.0,7.0,117.0,6.81,4.37,0,0,0,0,0,0,3.0,SEC,,99.0,1230.0,13.0,37.6,410.0,45.0,531.0,9.0,11.8,11.8
2013,Kenny Stills,Oklahoma,WR,5.0,144.0,0.08333333333333333,35.0,11.288250358353473,23.711749641646527,1,12.5,"exact_name,school,position,final_season",72.0,194.0,4.38,33.5,16.0,124.0,,4.35,0,0,0,0,1,0,3.0,Big 12,,204.0,2594.0,24.0,38.5,864.6666666666666,82.0,959.0,11.0,11.7,11.695121951219512
2013,Markus Wheaton,Oregon State,WR,3.0,79.0,0.1125087900926024,13.0,18.264122960795767,-5.264122960795767,0,12.5,"exact_name,school,position,final_season",71.0,189.0,4.45,37.0,20.0,120.0,6.8,4.02,0,0,0,0,0,0,4.0,Pac-12,,227.0,2994.0,16.0,50.6,748.5,91.0,1244.0,11.0,13.7,13.67032967032967
2013,Terrance Williams,Baylor,WR,3.0,74.0,0.11624763874381928,27.0,19.02382990464161,7.976170095358391,1,12.5,"exact_name,school,position,final_season",74.0,208.0,4.52,32.5,11.0,119.0,7.01,4.32,0,0,0,0,0,0,4.0,Big 12,,202.0,3334.0,27.0,66.7,833.5,97.0,1832.0,12.0,18.9,18.88659793814433
2013,Marquess Wilson,Washington State,WR,7.0,236.0,0.06509445549041194,6.0,5.548062987710431,0.4519370122895694,1,12.5,"exact_name,school,position,final_season",75.0,194.0,4.51,34.5,7.0,122.0,6.65,4.33,0,0,0,0,0,0,3.0,Pac-12,,189.0,3207.0,23.0,50.8,1069.0,52.0,813.0,5.0,15.6,15.634615384615385
2013,Robert Woods,USC,WR,2.0,41.0,0.15617376188860607,59.0,25.88499112790884,33.11500887209116,1,12.5,"exact_name,school,position,final_season",72.0,201.0,4.51,33.5,14.0,117.0,7.15,4.47,0,0,0,0,0,0,3.0,Pac-12,,252.0,2930.0,32.0,34.9,976.6666666666666,76.0,846.0,11.0,11.1,11.131578947368421
2014,Jared Abbrederis,Wisconsin,WR,5.0,176.0,0.07537783614444091,1.0,8.956581849900225,-7.956581849900225,0,12.5,"exact_name,school,position,final_season",73.0,195.0,4.5,30.5,4.0,117.0,6.8,4.08,0,0,0,0,0,0,4.0,Big Ten,,202.0,3140.0,23.0,62.5,785.0,78.0,1081.0,7.0,13.9,13.85897435897436
2014,Davante Adams,Fresno State,WR,2.0,53.0,0.13736056394868904,92.0,22.90206638639924,69.09793361360076,1,12.5,"exact_name,school,position,final_season",73.0,212.0,4.56,39.5,14.0,123.0,6.82,4.3,0,0,0,0,0,0,2.0,Mountain West,,233.0,3030.0,38.0,26.0,1515.0,131.0,1718.0,24.0,13.1,13.114503816793894
2014,Dri Archer,Kent State,WR,3.0,97.0,0.10153461651336192,0.0,15.879093269123999,-15.879093269123999,0,10.5,"exact_name,school,final_season",68.0,173.0,4.26,38.0,20.0,122.0,6.86,4.06,0,0,0,0,0,0,4.0,Mid-American,,99.0,1194.0,12.0,44.4,298.5,25.0,327.0,4.0,13.1,13.08
2014,Kelvin Benjamin,Florida State,WR,1.0,28.0,0.1889822365046136,22.0,30.316244628360252,-8.316244628360252,0,12.5,"exact_name,school,position,final_season",77.0,240.0,4.61,32.5,13.0,119.0,7.33,4.39,0,0,0,0,0,0,2.0,ACC,,84.0,1506.0,19.0,35.2,753.0,54.0,1011.0,15.0,18.7,18.72222222222222
2014,Martavis Bryant,Clemson,WR,4.0,118.0,0.09205746178983235,19.0,13.602001550651302,5.397998449348698,1,12.5,"exact_name,school,position,final_season",76.0,211.0,4.42,39.0,16.0,124.0,7.18,4.15,0,0,0,0,0,0,3.0,ACC,,61.0,1354.0,13.0,74.8,451.3333333333333,42.0,828.0,7.0,19.7,19.714285714285715
2014,Brandin Cooks,Oregon State,WR,1.0,20.0,0.22360679774997896,73.0,34.2258424711927,38.7741575288073,1,12.5,"exact_name,school,position,final_season",70.0,189.0,4.33,36.0,16.0,120.0,6.76,3.81,0,0,0,0,0,0,3.0,Pac-12,,226.0,3272.0,24.0,43.3,1090.6666666666667,128.0,1730.0,16.0,13.5,13.515625
2014,Bruce Ellington,South Carolina,WR,4.0,106.0,0.09712858623572641,7.0,14.84812782345837,-7.84812782345837,0,12.5,"exact_name,school,position,final_season",69.0,197.0,4.45,39.5,15.0,120.0,6.69,3.95,0,0,0,0,0,0,3.0,SEC,,106.0,1586.0,16.0,43.2,528.6666666666666,49.0,775.0,8.0,15.8,15.816326530612244
2014,Quincy Enunwa,Nebraska,WR,6.0,209.0,0.06917144638660747,13.0,6.959788888562883,6.040211111437117,1,12.5,"exact_name,school,position,final_season",74.0,225.0,4.41,,19.0,,,,0,1,1,0,1,1,4.0,Big Ten,,115.0,1526.0,15.0,50.0,381.5,51.0,753.0,12.0,14.8,14.764705882352942
2014,Mike Evans,Texas A&M,WR,1.0,7.0,0.3779644730092272,80.0,46.424121754241995,33.575878245758005,1,12.5,"exact_name,school,position,final_season",77.0,231.0,4.53,37.0,12.0,,7.08,4.26,0,0,1,0,0,0,2.0,SEC,,151.0,2499.0,17.0,33.7,1249.5,69.0,1394.0,12.0,20.2,20.202898550724637
2014,Ryan Grant,Tulane,WR,5.0,142.0,0.08391813582966891,10.0,11.450761779809419,-1.4507617798094188,0,12.5,"exact_name,school,position,final_season",72.0,199.0,4.64,35.5,8.0,119.0,6.68,4.11,0,0,0,0,0,0,5.0,Conference USA,,196.0,2769.0,21.0,75.5,553.8,77.0,1039.0,9.0,13.5,13.493506493506494
2014,Matt Hazel,Coastal Carolina,WR,6.0,190.0,0.07254762501100116,0.0,8.067233821032744,-8.067233821032744,0,12.5,"exact_name,school,position,final_season",73.0,198.0,4.5,36.5,15.0,118.0,7.08,4.2,0,0,0,0,0,0,3.0,Big South,,13.0,156.0,0.0,34.400000000000006,52.0,6.0,83.0,0.0,13.8,13.833333333333334
2014,Robert Herron,Wyoming,WR,6.0,185.0,0.07352146220938077,0.0,8.377102243793331,-8.377102243793331,0,12.5,"exact_name,school,position,final_season",69.0,193.0,4.48,35.5,18.0,125.0,6.84,4.27,0,0,0,0,0,0,4.0,Mountain West,,152.0,2030.0,20.0,52.5,507.5,72.0,937.0,9.0,13.0,13.01388888888889
2014,Josh Huff,Oregon,WR,3.0,86.0,0.10783277320343841,6.0,17.27764429730061,-11.277644297300611,0,12.5,"exact_name,school,position,final_season",71.0,206.0,4.51,35.5,14.0,116.0,,,0,0,0,0,1,1,4.0,Pac-12,,144.0,2366.0,24.0,63.6,591.5,62.0,1140.0,12.0,18.4,18.387096774193548
2014,Odell Beckham Jr.,LSU,WR,1.0,12.0,0.2886751345948129,59.0,40.16131808960854,18.838681910391458,1,12.5,"exact_name,school,position,final_season",71.0,198.0,4.38,38.5,7.0,122.0,6.69,3.94,0,0,0,0,0,0,3.0,SEC,,143.0,2340.0,12.0,47.7,780.0,59.0,1152.0,8.0,19.5,19.52542372881356
2014,Jarvis Landry,LSU,WR,2.0,63.0,0.1259881576697424,56.0,20.893740543495355,35.106259456504645,1,12.5,"exact_name,school,position,final_season",71.0,205.0,4.65,28.5,12.0,110.0,,,0,0,0,0,1,1,3.0,SEC,,137.0,1809.0,15.0,36.5,603.0,77.0,1193.0,10.0,15.5,15.493506493506494
2014,Cody Latimer,Indiana,WR,2.0,56.0,0.1336306209562122,6.0,22.262306065419374,-16.262306065419374,0,12.5,"exact_name,school,position,final_season",74.0,215.0,4.52,,23.0,,,,0,1,1,0,1,1,3.0,Big Ten,,135.0,2042.0,17.0,42.8,680.6666666666666,72.0,1096.0,9.0,15.2,15.222222222222221
2014,Marqise Lee,USC,WR,2.0,39.0,0.16012815380508713,17.0,26.466081069715692,-9.466081069715692,0,12.5,"exact_name,school,position,final_season",72.0,192.0,4.52,38.0,,127.0,,4.01,0,0,0,1,1,0,3.0,Pac-12,,248.0,3655.0,29.0,44.2,1218.3333333333333,57.0,791.0,4.0,13.9,13.87719298245614
2014,Jordan Matthews,Vanderbilt,WR,2.0,42.0,0.1543033499620919,23.0,25.604992585927803,-2.6049925859278034,0,12.5,"exact_name,school,position,final_season",75.0,212.0,4.46,35.5,21.0,120.0,6.95,4.18,0,0,0,0,0,0,4.0,SEC,,262.0,3759.0,24.0,58.4,939.75,112.0,1477.0,7.0,13.2,13.1875
2014,Donte Moncrief,Mississippi,WR,3.0,90.0,0.10540925533894598,18.0,16.74939982338693,1.2506001766130694,1,12.5,"exact_name,school,position,final_season",74.0,221.0,4.4,39.5,13.0,132.0,7.02,4.3,0,0,0,0,0,0,3.0,SEC,,156.0,2371.0,20.0,45.3,790.3333333333334,59.0,938.0,6.0,15.9,15.898305084745763
2014,Kevin Norwood,Alabama,WR,4.0,123.0,0.09016696346674323,1.0,13.119800522535527,-12.119800522535527,0,12.5,"exact_name,school,position,final_season",74.0,198.0,4.48,33.0,8.0,121.0,6.68,4.32,0,0,0,0,0,0,4.0,SEC,,81.0,1275.0,12.0,66.8,318.75,38.0,568.0,7.0,14.9,14.947368421052632
2014,Paul Richardson,Colorado,WR,2.0,45.0,0.14907119849998599,14.0,24.803338386327802,-10.803338386327802,0,12.5,"exact_name,school,position,final_season",72.0,175.0,4.4,38.0,,124.0,7.09,,0,0,0,1,0,1,3.0,Pac-12,,156.0,2412.0,21.0,45.5,804.0,83.0,1343.0,10.0,16.2,16.180722891566266
2014,Allen Robinson,Penn State,WR,2.0,61.0,0.12803687993289598,48.0,21.268591671192596,26.731408328807404,1,12.5,"exact_name,school,position,final_season",75.0,220.0,4.6,39.0,,127.0,7.0,4.0,0,0,0,1,0,0,3.0,Big Ten,,177.0,2479.0,17.0,37.7,826.3333333333334,97.0,1432.0,6.0,14.8,14.762886597938145
2014,Jalen Saunders,Oklahoma,WR,4.0,104.0,0.09805806756909202,0.0,15.06945598626639,-15.06945598626639,0,12.5,"exact_name,school,position,final_season",69.0,165.0,4.44,34.0,,122.0,,,0,0,0,1,1,1,2.0,Big 12,,123.0,1558.0,11.0,25.4,779.0,61.0,729.0,8.0,12.0,11.950819672131148
2014,Devin Street,Pittsburgh,WR,5.0,146.0,0.0827605888602368,1.0,11.127980545320483,-10.127980545320483,0,12.5,"exact_name,school,position,final_season",75.0,198.0,4.55,37.0,,124.0,6.89,4.01,0,0,0,1,0,0,4.0,ACC,,202.0,2901.0,16.0,57.0,725.25,51.0,854.0,7.0,16.7,16.745098039215687
2014,Sammy Watkins,Clemson,WR,1.0,4.0,0.5,43.0,52.92650869498186,-9.926508694981862,0,12.5,"exact_name,school,position,final_season",73.0,211.0,4.43,34.0,16.0,126.0,6.95,4.34,0,0,0,0,0,0,3.0,ACC,,240.0,3391.0,27.0,41.8,1130.3333333333333,101.0,1464.0,12.0,14.5,14.495049504950495
2015,Nelson Agholor,USC,WR,1.0,20.0,0.22360679774997896,36.0,34.2258424711927,1.7741575288073008,1,12.5,"exact_name,school,position,final_season",72.0,198.0,4.42,,12.0,,,,0,1,1,0,1,1,3.0,Pac-12,,179.0,2571.0,20.0,46.9,857.0,104.0,1313.0,12.0,12.6,12.625
2015,Mario Alford,West Virginia,WR,7.0,238.0,0.06482037235521644,0.0,5.4500085895671475,-5.4500085895671475,0,12.5,"exact_name,school,position,final_season",68.0,180.0,4.43,34.0,13.0,121.0,6.64,4.07,0,0,0,0,0,0,2.0,Big 12,,92.0,1497.0,13.0,34.9,748.5,65.0,945.0,11.0,14.5,14.538461538461538
2015,Kaelin Clay,Utah,WR,6.0,184.0,0.07372097807744857,3.0,8.440080052301163,-5.4400800523011625,0,12.5,"exact_name,school,position,final_season",70.0,195.0,4.51,33.0,10.0,113.0,6.97,4.26,0,0,0,0,0,0,1.0,Pac-12,,43.0,523.0,4.0,12.2,523.0,43.0,523.0,4.0,12.2,12.162790697674419
2015,Sammie Coates,Auburn,WR,3.0,87.0,0.10721125348377948,4.0,17.143314740798452,-13.143314740798452,0,12.5,"exact_name,school,position,final_season",73.0,212.0,4.43,41.0,23.0,131.0,6.98,4.06,0,0,0,0,0,0,3.0,SEC,,82.0,1757.0,13.0,62.3,585.6666666666666,34.0,741.0,4.0,21.8,21.794117647058822
2015,Amari Cooper,Alabama,WR,1.0,4.0,0.5,66.0,52.92650869498186,13.073491305018138,1,12.5,"exact_name,school,position,final_season",73.0,211.0,4.42,33.0,,120.0,6.71,3.98,0,0,0,1,0,0,3.0,SEC,,228.0,3463.0,31.0,47.2,1154.3333333333333,124.0,1727.0,16.0,13.9,13.92741935483871
2015,Jamison Crowder,Duke,WR,4.0,105.0,0.09759000729485333,33.0,14.958264925079519,18.04173507492048,1,12.5,"exact_name,school,position,final_season",68.0,185.0,4.56,37.0,10.0,115.0,7.17,4.32,0,0,0,0,0,0,4.0,ACC,,283.0,3641.0,23.0,50.6,910.25,85.0,1044.0,6.0,12.3,12.282352941176471
2015,Geremy Davis,Connecticut,WR,6.0,186.0,0.07332355751067665,0.0,8.314463939945163,-8.314463939945163,0,12.5,"exact_name,school,position,final_season",74.0,216.0,4.49,36.5,23.0,124.0,6.86,4.18,0,0,0,0,0,0,4.0,American Athletic,,165.0,2287.0,7.0,53.1,571.75,44.0,521.0,3.0,11.8,11.840909090909092
2015,Stefon Diggs,Maryland,WR,5.0,146.0,0.0827605888602368,90.0,11.127980545320483,78.87201945467952,1,12.5,"exact_name,school,position,final_season",72.0,195.0,4.46,35.0,,115.0,7.03,4.32,0,0,0,1,0,0,3.0,Big Ten,,150.0,2227.0,14.0,45.8,742.3333333333334,62.0,792.0,5.0,12.8,12.774193548387096
2015,Phillip Dorsett,Miami (FL),WR,1.0,29.0,0.18569533817705186,16.0,29.908505346171772,-13.908505346171772,0,9.5,"exact_name,position,final_season",70.0,185.0,4.33,37.0,13.0,122.0,6.7,4.11,0,0,0,0,0,0,4.0,ACC,,121.0,2132.0,17.0,70.1,533.0,36.0,871.0,10.0,24.2,24.194444444444443
2015,Devin Funchess,Michigan,WR,2.0,41.0,0.15617376188860607,20.0,25.88499112790884,-5.88499112790884,0,12.5,"exact_name,school,position,final_season",76.0,232.0,4.7,38.5,17.0,122.0,,,0,0,0,0,1,1,3.0,Big Ten,,126.0,1715.0,15.0,42.7,571.6666666666666,62.0,733.0,4.0,11.8,11.82258064516129
2015,Dorial Green-Beckham,Oklahoma,WR,2.0,40.0,0.15811388300841897,7.0,26.171903908251828,-19.171903908251828,0,8.5,"exact_name,position,season_window",77.0,237.0,4.49,33.5,13.0,119.0,6.89,4.45,0,0,0,0,0,0,2.0,SEC,,87.0,1278.0,17.0,29.1,639.0,59.0,883.0,12.0,15.0,14.966101694915254
2015,Justin Hardy,East Carolina,WR,4.0,107.0,0.09667364890456635,8.0,14.739024888294615,-6.739024888294615,0,12.5,"exact_name,school,position,final_season",70.0,192.0,4.56,36.5,11.0,114.0,6.63,4.21,0,0,0,0,0,0,4.0,American Athletic,,387.0,4541.0,35.0,46.5,1135.25,121.0,1494.0,10.0,12.3,12.347107438016529
2015,Tony Lippett,Michigan State,WR,5.0,156.0,0.08006407690254357,6.0,10.358203943833942,-4.358203943833942,0,12.5,"exact_name,school,position,final_season",74.0,192.0,4.61,36.0,10.0,114.0,6.92,4.13,0,0,0,0,0,0,4.0,Big Ten,,149.0,2247.0,15.0,54.2,561.75,65.0,1198.0,11.0,18.4,18.43076923076923
2015,Tyler Lockett,Kansas State,WR,3.0,69.0,0.1203858530857692,68.0,19.836705135750456,48.16329486424954,1,12.5,"exact_name,school,position,final_season",70.0,182.0,4.4,35.5,,121.0,6.89,4.07,0,0,0,1,0,0,4.0,Big 12,,249.0,3710.0,29.0,59.2,927.5,106.0,1515.0,11.0,14.3,14.29245283018868
2015,Vince Mayle,Washington State,WR,4.0,123.0,0.09016696346674323,0.0,13.119800522535527,-13.119800522535527,0,12.5,"exact_name,school,position,final_season",74.0,224.0,4.67,35.5,,117.0,6.93,4.13,0,0,0,1,0,0,2.0,Pac-12,,148.0,2022.0,16.0,26.8,1011.0,106.0,1483.0,9.0,14.0,13.99056603773585
2015,Ty Montgomery,Stanford,WR,3.0,94.0,0.10314212462587934,17.0,16.24412990411475,0.7558700958852498,1,12.5,"exact_name,school,position,final_season",72.0,221.0,4.55,40.5,,121.0,6.97,4.21,0,0,0,1,0,0,4.0,Pac-12,,172.0,2125.0,15.0,48.4,531.25,61.0,604.0,3.0,9.9,9.901639344262295
2015,Keith Mumphery,Michigan State,WR,5.0,175.0,0.07559289460184544,2.0,9.022789306663668,-7.022789306663668,0,12.5,"exact_name,school,position,final_season",72.0,215.0,4.54,32.5,,121.0,7.07,4.25,0,0,0,1,0,0,4.0,Big Ten,,88.0,1348.0,7.0,67.4,337.0,26.0,495.0,3.0,19.0,19.03846153846154
2015,DeVante Parker,Louisville,WR,1.0,14.0,0.2672612419124244,36.0,38.37018319130112,-2.3701831913011233,0,12.5,"exact_name,school,position,final_season",75.0,209.0,4.45,36.5,17.0,125.0,,,0,0,0,0,1,1,4.0,ACC,,156.0,2775.0,33.0,70.8,693.75,43.0,855.0,5.0,19.9,19.88372093023256
2015,Breshad Perriman,Central Florida,WR,1.0,26.0,0.19611613513818404,15.0,31.177333112148133,-16.177333112148133,0,12.5,"exact_name,school,position,final_season",74.0,212.0,,,,,,,1,1,1,1,1,1,3.0,American Athletic,,115.0,2243.0,16.0,56.599999999999994,747.6666666666666,50.0,1044.0,9.0,20.9,20.88
2015,DeAndre Smelter,Georgia Tech,WR,4.0,132.0,0.08703882797784893,0.0,12.299268370408647,-12.299268370408647,0,12.5,"exact_name,school,position,final_season",74.0,226.0,4.52,,,,,,0,1,1,1,1,1,2.0,ACC,,56.0,1060.0,11.0,36.8,530.0,35.0,715.0,7.0,20.4,20.428571428571427
2015,Devin Smith,Ohio State,WR,2.0,37.0,0.1643989873053573,2.0,27.077768467582487,-25.077768467582487,0,12.5,"exact_name,school,position,final_season",72.0,196.0,4.42,39.0,10.0,122.0,,4.15,0,0,0,0,1,0,4.0,Big Ten,,121.0,2503.0,30.0,84.8,625.75,33.0,931.0,12.0,28.2,28.21212121212121
2015,Jaelen Strong,Arizona State,WR,3.0,70.0,0.11952286093343936,2.0,19.66951696751196,-17.66951696751196,0,12.5,"exact_name,school,position,final_season",74.0,217.0,4.44,42.0,,123.0,,,0,0,0,1,1,1,2.0,Pac-12,,157.0,2287.0,17.0,29.2,1143.5,82.0,1165.0,10.0,14.2,14.207317073170731
2015,Darren Waller,Georgia Tech,WR,6.0,204.0,0.07001400420140048,33.0,7.241143487874567,25.758856512125433,1,12.5,"exact_name,school,position,final_season",78.0,238.0,4.46,37.0,12.0,125.0,7.07,4.25,0,0,0,0,0,0,3.0,ACC,,51.0,971.0,9.0,58.900000000000006,323.6666666666667,26.0,442.0,6.0,17.0,17.0
2015,Kevin White,West Virginia,WR,1.0,7.0,0.3779644730092272,3.0,46.424121754241995,-43.424121754241995,0,12.5,"exact_name,school,position,final_season",75.0,215.0,4.35,36.5,23.0,123.0,6.92,4.14,0,0,0,0,0,0,2.0,Big 12,,144.0,1954.0,15.0,27.8,977.0,109.0,1447.0,10.0,13.3,13.275229357798166
2016,Demarcus Ayers,Houston,WR,7.0,229.0,0.06608186004550898,0.0,5.8979201291574554,-5.8979201291574554,0,12.5,"exact_name,school,position,final_season",69.0,182.0,4.72,33.0,,123.0,,,0,0,0,1,1,1,3.0,American Athletic,511.45,142.0,1687.0,9.0,34.5,562.3333333333334,98.0,1222.0,6.0,12.5,12.46938775510204
2016,Tyler Boyd,Pittsburgh,WR,2.0,55.0,0.13483997249264842,48.0,22.471669877874547,25.528330122125453,1,12.5,"exact_name,school,position,final_season",73.0,197.0,4.58,34.0,11.0,119.0,6.9,4.35,0,0,0,0,0,0,3.0,ACC,611.18,254.0,3361.0,21.0,40.2,1120.3333333333333,91.0,926.0,6.0,10.2,10.175824175824175
2016,Aaron Burbridge,Michigan State,WR,6.0,213.0,0.06851887098275317,1.0,6.73950973737697,-5.73950973737697,0,12.5,"exact_name,school,position,final_season",72.0,206.0,4.56,30.5,20.0,115.0,7.22,4.31,0,0,0,0,0,0,4.0,Big Ten,715.3,165.0,2174.0,10.0,48.5,543.5,85.0,1258.0,7.0,14.8,14.8
2016,Leonte Carroo,Rutgers,WR,3.0,86.0,0.10783277320343841,2.0,17.27764429730061,-15.277644297300611,0,12.5,"exact_name,school,position,final_season",72.0,211.0,4.5,35.5,14.0,120.0,,,0,0,0,0,1,1,3.0,Big Ten,602.35,122.0,2373.0,29.0,57.5,791.0,39.0,809.0,10.0,20.7,20.743589743589745
